member,成员；会员；分子；身体部位尤指胳膊或腿;会员中心；委员；构件
pay,工资；薪水;付费；偿还；交纳；付酬;需付费的；含贵重矿物的；矿藏丰富的；有关支付的;付款；付钱；付出
law,法律；规律；法学；定律;法则；法学院
meet,满足；迎接；遇见；相遇;运动会；体育比赛；猎狐运动现在于英国用狗猎狐属违法行为;适合的;见面；会见；遇到
car,车；汽车；轿车；车厢;小汽车；小轿车
city,城市；都市；由国王或女王授予特权通常有大教堂的特许市;伦敦城市大学；所在城市；居住城市
almost,几乎；差不多;〈罕〉近似的;差不多了；将近；差一点
include,包括；包含；使成为的一部分;头文件；计入；系统接口头文件
continue,持续；延伸；继续存在；不断发生;连续；延续；下去
set,设置；放；树立；安排;集；集合；一套；电视机;位于或处于的；安排好的；确定的；固定的;=安全电子交易;套装；设定；组
later,晚；后期；迟；迟到;晚；迟；晚期；新近;后来；以后；稍后
community,社区；社团；公众；社会团体;社群；共同体；废柴联盟
much,很；大量；非常；十分;许多;许多的；大量的；很大程度的;很多；很多的
name,名称；名字；名声；名誉;命名；任命；给取名；说出的名称;〈美口〉著名的；作品等据以取名的;姓名；品名；产品名称
five,五;五岁；五点钟；牌的五点；板得五分;伍；五个；第五
once,一次；曾经；仅一次；根本;一旦；一就；当时候;一次;从前的;一度；一奏倾情；有一次
white,白的；白色的；白种人的；白人的;白色；雪白；乳白；白种人;怀特；纯白；美白用
least,最小；最少；微不足道；最小的;最小;最小的；最不重要的；动植物最小种类的；〈美方〉年纪最小的;最少的；最少量；的最高级
president,总统；总裁；主席；总经理;会长；校长；董事长
learn,学习；学会；得知；获悉;知道；了解；记住
real,现实；实物；实在；实情;非常；很;真实的；实际存在的；非凭空想象的；真的;真正的；实数；现实的
change,变化；改变；变革；变更;变化；改变；变更；转换;零钱；更改；修改
team,班；游戏或运动的队；同拉一辆车等的一组牲畜;使互相配合；使协作；使合作;团队；球队；十铨
minute,极小的；微小的；细微的；细致入微的;一会儿工夫；刹那；备忘录；会议记录;记下；精确地测定的时间;分钟；瞬间；细小的
best,最；最高程度地；最出色地；最高标准地;最好的；最出色的；最优秀的；最愉快的;最好的事物或人；人或事物所能达到的最高标准;胜过；打败;最佳；贝斯特；倍思特
several,一些；几个；数个;几个；数人;各自的；分别的;若干；几个的；好几
idea,主意；想法；概念；意见;理念；观念；思想
kid,小孩；年轻人；小山羊；小山羊皮革;开玩笑；哄骗；戏弄；欺骗;妹妹；弟弟;孩子；儿童；小孩子
body,身体；物体；尸体；躯体;体现；实现；刻划；使呈现于心中;主体；阀体；正文
information,信息；资料；情报；资讯;消息；通知；讯息
nothing,没有什么；没有一件东西；无关紧要的东西；毫无趣味的事;无；没有什么东西什么事；不存在的东西；数零;毫不；〈美口〉决不是;没什么；没有东西；什么也没有
ago,与动词简单过去时连用以前;之前；安大略美术馆；以前的
right,右；正确；权利；右边;马上；正常；正好；顺利;恰当；正常；正当；妥当;纠正；改正；使回到正常位置；把扶正;好的；喂；要确保对方同意或明白时说对不;正确的；对的；右对齐
lead,铅；领导；领先；导线;导致；领导；引导；牵;领先的；最重要的;带领；导程；引领
social,联谊会；联欢会;社会的；社会上的；社会地位的；社交的;社会型；社会化；好社交的
understand,理解；了解；懂；清楚;明白；懂得；领会
whether,表示迟疑或两个可能性之间的选择是否;可能的选择;〈古〉在之中哪一个;不管；无论；会不会
back,背；后面；后卫；腰背;支持；倒退；帮助；下赌注于赛马参赛队伍等;向后；以前；回报；回原处;背后的；后面的；后部的；过去的;返回；背部；后退
watch,看；观看；观察；小心;手表；监视；注意；观察;注视；看守
together,一起；在一起；共同；同时;自信而妥实的;和你在一起；一同；相互
follow,遵循；跟随；跟着；追随;跟随；撞球跟球；〈口〉添菜;广播；仿效；追踪
around,周围；围绕；大约；到处;围绕；到处；环绕；绕着;在周围；在附近；四周
parent,父亲；母亲；母本；创始机构;父母；双亲；父代
only,只；只有；仅；只能;仅有的；唯一的；最好的；最适当的;不过；但是；可是;仅仅；只不过；只是
stop,停止；阻止；车站；停留;停止；阻止；停下；防止;停止播放；停车；停车站
face,脸；面孔；表面；面部表情;面对；面临；面向；应付;面子
anything,任何事物；随便哪个东西；随便什么事物；重要东西;任何事情；任何东西；任何物
create,创建；创造；造成；创作;建立；引起；创建表
public,民众；百姓；平民；志趣相同或从事同一类活动的群体;平民的；大众的；公众的；百姓的;公共；公共的；公开
already,已经；到现在还；这么早就；用于描述一个已经存在的糟糕情况时;早已；业已；都
speak,说；说话；讲话；发言;谈话；演说
others,别的；不同的；；其余的；另一个的;别的人；另外一个；其他的东西；其余的一个;另样地；用别的方法;其它；其他类；其它资料
read,读；阅读；朗读；读懂;阅读；读书；好的或有意思等的读物；好书或文章等;博学的；熟知的；精通的;读取；可读；看
level,水平；级别；层次；程度;对准；使平坦；使平整；夷平建筑物或树林;平的；平坦的；等高的；地位相同的;准确；平坦地；和成水平；势均力敌地;等级；电平；水准
allow,允许；准许；给予；承认;容许；许可；让
add,添加；增加；补充说；继续说;=美国方言词典;添加；地址；加法
office,办公室；处；办事处；公司;办公软件；写字楼；事务所
spend,用；花时间；度过；用尽精力等;开销;花费；花钱；浪费
door,门；门口；门边；门旁;户；车门；通道
health,健康；卫生；保健；医疗;健康状况；生命值；海尔斯
person,人；人员；个人；某人;人称；人物；位格
art,艺术；技术；技巧；表演艺术;对一人讲话时用;艺术；美术；辅助生殖技术
sure,确信；确知；肯定；有把握;表示同意当然；的确；回答他人的感谢不用客气;当然可以；肯定的；确信的
such,这样；这种；〈口〉非常；某某;这；这样的人物；的人们东西;非常；指上文这样的；下述一类的;如此；如此的；那样的
war,战争；斗争；战争状态；为消灭有害事物的长期斗争;作战；斗争；〈英〉击败;〈英〉同；战争的;游侠；大战；战争片
history,历史；历史学；经历；历史指过去发生的所有事情;历史记录；发展历程；历史沿革
party,政党；党派；聚会；宴会;党派的；社交的；纹章分隔开的;寻欢作乐；吃喝玩乐;派对；晚会；当事人
within,内部;在内部；在里面;不出某段时间；在某段时间之内；不出某段距离;在里面；在之内；以内
grow,成长；长大；增加；扩大;逐渐变得；逐渐成为;生长；种植；增长
result,结果；成果；成绩；后果;因发生；随产生;效果；成效；结果如何
open,打开；开放；开启；张开;开放；营业；坦诚；开放的;公开；户外；野外；旷野;打开文件；开路；开着的
change,变化；改变；变革；变更;变化；改变；变更；转换;零钱；更改；修改
morning,早晨；上午；午夜至正午的时间;在上午；在早晨；每天上午;早上；清晨；初期
walk,走；步行；行走；散步;步行；行走；散步；人行道;走路；竞走；走步
reason,原因；理由；理性；道理;推理；思考；推断；推论;理智；缘故；的原因
low,低；低矮；在低处；往下地;低地；汽车等的低速；低速齿轮；哞;低沉的；低垂的；西斜的；耷拉着;牛哞哞地叫；牛叫似地说;低的；矮的；最低价
